checklist_id,term,baseline_rating,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,relocation_priority,conceptual_home,decision,reason_code,reason_why,reason_quality,before_evidence_ref,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,phase2_status,final_quality,notes
PQ-011,container operand,poor,expressions.rst,3718,fls_s2vpn4ihenpe,Field Access Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,454,entities-and-resolution.rst,Field Resolution,low_forward_ref,true,relocated,relocate-conceptual-owner,Before expressions.rst:3718 fls_s2vpn4ihenpe the definition lived in syntax-local prose only; after entities-and-resolution.rst:1276 fls_j1bip4w30q8 it is in field resolution where the concept governs lookup and no Rust 2021 semantic change occurs.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=container operand,entities-and-resolution.rst,1276,fls_j1bip4w30q8,Field Resolution,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/entities-and-resolution.rst:1276,completed,not-started,resolved-high,
PQ-012,dangling,poor,values.rst,62,fls_649WudgnmRKE,Values,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1183,expressions.rst,Dereference Expression,low_forward_ref,true,relocated,relocate-first-use-owner,Before values.rst:62 fls_649WudgnmRKE the term was not near immediate UB checks; after expressions.rst:1183 fls_9wgldua1u8yt it is defined at dereference undefined behavior and preserves Rust 2021 interpretation.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=dangling,expressions.rst,1183,fls_9wgldua1u8yt,Dereference Expression,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/expressions.rst:1183,completed,not-started,resolved-high,
PQ-013,enum variant value,poor,types-and-traits.rst,774,fls_KTzAGty3T5fF,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,821,patterns.rst,Record Struct Patterns,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:774 fls_KTzAGty3T5fF the term was defined outside deconstruction rules; after patterns.rst:821 fls_g6dytd6aq62d it is defined where pattern matching consumes it and Rust 2021 semantics are unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=enum variant value,patterns.rst,821,fls_g6dytd6aq62d,Record Struct Patterns,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/patterns.rst:821,completed,not-started,resolved-high,
PQ-014,expression,poor,expressions.rst,78,fls_h5o6tgul4yor,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,648,types-and-traits.rst,Type Inference,low_forward_ref,true,relocated,relocate-first-use-owner,Before expressions.rst:78 fls_h5o6tgul4yor the term appeared in introductory text only; after types-and-traits.rst:2570 fls_htLp5J5ObgNh it is defined at a type-inference root use site and keeps Rust 2021 semantics unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=expression,types-and-traits.rst,2570,fls_htLp5J5ObgNh,Type Inference,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/types-and-traits.rst:2570,completed,not-started,resolved-high,
PQ-015,expression-without-block,poor,expressions.rst,86,fls_p15oeage4j0e,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,647,macros.rst,Macro Expansion,low_forward_ref,true,relocated,relocate-first-use-owner,Before expressions.rst:86 fls_p15oeage4j0e the term was separated from macro expansion constraints; after macros.rst:647 fls_nsh2vwx8oiw it is defined in the expansion context that depends on it and semantics are unchanged in Rust 2021.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=expression-without-block,macros.rst,647,fls_nsh2vwx8oiw,Macro Expansion,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/macros.rst:647,completed,not-started,resolved-high,
PQ-016,field,poor,types-and-traits.rst,733,fls_74bRiJktNHvk,Abstract Data Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1026,patterns.rst,Record Struct Patterns,high,false,relocated,relocate-first-use-owner,Before types-and-traits.rst:733 fls_74bRiJktNHvk the definition was abstract and distant from matching behavior; after patterns.rst:829 fls_mnh35ehva8tx it appears at indexed deconstruction usage and keeps Rust 2021 semantics intact.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=field,patterns.rst,829,fls_mnh35ehva8tx,Record Struct Patterns,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/patterns.rst:829,completed,not-started,resolved-high,
PQ-017,field index,poor,types-and-traits.rst,977,fls_3QSa0wGQtbHh,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3263,expressions.rst,Struct Expressions,high,false,relocated,relocate-first-use-owner,Before types-and-traits.rst:977 fls_3QSa0wGQtbHh the term was not at the initializer matching rule that depends on it; after expressions.rst:3264 fls_y3p6rtm7ek3l it is defined at active use and Rust 2021 semantics are preserved.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=field index,expressions.rst,3264,fls_y3p6rtm7ek3l,Struct Expressions,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/expressions.rst:3264,completed,not-started,resolved-high,
PQ-018,function,poor,functions.rst,52,fls_gn1ngtx2tp2s,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,312,macros.rst,Procedural Macros,low_forward_ref,true,relocated,relocate-first-use-owner,Before functions.rst:52 fls_gn1ngtx2tp2s the term was detached from procedural macro transform contracts; after macros.rst:312 fls_ejbddhggstd2 it is defined where macro behavior references it and Rust 2021 semantics do not change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=function,macros.rst,312,fls_ejbddhggstd2,Procedural Macros,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/macros.rst:312,completed,not-started,resolved-high,
PQ-019,function body,poor,functions.rst,153,fls_927nfm5mkbsp,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2585,types-and-traits.rst,Type Inference,low_forward_ref,true,relocated,relocate-first-use-owner,Before functions.rst:153 fls_927nfm5mkbsp the definition was outside inference root rules that consume it; after types-and-traits.rst:2585 fls_Sowatt1V988J it is defined at direct usage and Rust 2021 meaning remains unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=function body,types-and-traits.rst,2585,fls_Sowatt1V988J,Type Inference,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/types-and-traits.rst:2585,completed,not-started,resolved-high,
PQ-020,function signature,poor,functions.rst,167,fls_owdlsaaygtho,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2335,types-and-traits.rst,Type Coercion,low_forward_ref,true,relocated,relocate-first-use-owner,Before functions.rst:167 fls_owdlsaaygtho the term was detached from subtype coercion checks; after types-and-traits.rst:2335 fls_ulcdetwp6x96 it is defined where coercion compares signatures and keeps Rust 2021 semantics stable.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=function signature,types-and-traits.rst,2335,fls_ulcdetwp6x96,Type Coercion,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/types-and-traits.rst:2335,completed,not-started,resolved-high,
PQ-021,generic substitution,poor,generics.rst,360,fls_8j3ARLPm65vI,Generic Arguments,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1545,types-and-traits.rst,Type Parameters,low_forward_ref,true,relocated,relocate-first-use-owner,Before generics.rst:360 fls_8j3ARLPm65vI defined the term in argument syntax and made first-use discovery harder; after types-and-traits.rst:1545 fls_dCIIVXGhXDlO it is defined at substitution use in type parameters with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=generic substitution,types-and-traits.rst,1545,fls_dCIIVXGhXDlO,Type Parameters,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/types-and-traits.rst:1545,completed,not-started,resolved-high,
PQ-022,generic type,poor,generics.rst,69,fls_0GhOR32Z4j7M,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3349,types-and-traits.rst,Subtyping and Variance,low_forward_ref,true,relocated,relocate-first-use-owner,Before generics.rst:69 fls_0GhOR32Z4j7M sat far from the variance rule that relies on the term; after types-and-traits.rst:3349 fls_df87d44kgwcv it appears at first normative use and improves discoverability with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=generic type,types-and-traits.rst,3349,fls_df87d44kgwcv,Subtyping and Variance,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/types-and-traits.rst:3349,completed,not-started,resolved-high,
PQ-023,immutable,poor,values.rst,21,fls_CEBZEvtmIRGv,Values,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,4815,expressions.rst,Match Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before values.rst:21 fls_CEBZEvtmIRGv defined the term away from where binding behavior is specified; after expressions.rst:4816 fls_RPMOAaZ6lflI it is defined in match guard semantics for first-use clarity with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=immutable,expressions.rst,4816,fls_RPMOAaZ6lflI,Match Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:4816,completed,not-started,resolved-high,
PQ-024,implementation,poor,implementations.rst,40,fls_ivxpoxggy7s6,Implementations,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3087,generics.rst,Generic Parameters,low_forward_ref,true,relocated,relocate-first-use-owner,Before implementations.rst:40 fls_ivxpoxggy7s6 duplicated ownership away from generic parameter usage; after generics.rst:65 fls_z311nxou9yi3 the term is defined at generic implementation introduction and improves ordering with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=implementation,generics.rst,65,fls_z311nxou9yi3,Generic Parameters,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/generics.rst:65,completed,not-started,resolved-high,
PQ-025,implemented trait,poor,implementations.rst,73,fls_47x0ep8of8wr,Implementations,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3618,implementations.rst,Implementation Conformance,low_forward_ref,true,relocated,relocate-conceptual-owner,Before implementations.rst:73 fls_47x0ep8of8wr defined the term before conformance constraints were introduced; after implementations.rst:210 fls_YyUSuAYG4lX6 it is anchored in implementation conformance where ownership is clearer with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=implemented trait,implementations.rst,210,fls_YyUSuAYG4lX6,Implementation Conformance,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/implementations.rst:210,completed,not-started,resolved-high,
PQ-026,implementing type,poor,implementations.rst,44,fls_yopmjbnw8tbl,Implementations,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3617,types-and-traits.rst,Function Lifetime Elision,low_forward_ref,true,relocated,relocate-first-use-owner,Before implementations.rst:44 fls_yopmjbnw8tbl left first-use readers without a nearby definition; after types-and-traits.rst:3617 fls_ks8wlufmhz6d it is defined in lifetime elision constraints where the term is consumed with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=implementing type,types-and-traits.rst,3617,fls_ks8wlufmhz6d,Function Lifetime Elision,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/types-and-traits.rst:3617,completed,not-started,resolved-high,
PQ-027,initialization,poor,values.rst,27,fls_8rAyM4S3x1ap,Values,1c2c2b73313fb48987ed02ac044ff68cec69968e,ownership-and-deconstruction.rst,36,ownership-and-deconstruction.rst,Initialization,high,false,relocated,relocate-conceptual-owner,Before values.rst:27 fls_8rAyM4S3x1ap mixed a variable-centric concept into the values chapter; after ownership-and-deconstruction.rst:36 fls_drfzu02bo7oe it is owned by the Initialization section and improves discoverability with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=initialization,ownership-and-deconstruction.rst,36,fls_drfzu02bo7oe,Initialization,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/ownership-and-deconstruction.rst:36,completed,not-started,resolved-high,
PQ-028,item,poor,entities-and-resolution.rst,34,fls_ogrs6SwlsaKg,Entities,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,497,macros.rst,Macro Expansion,low_forward_ref,true,relocated,relocate-first-use-owner,Before entities-and-resolution.rst:34 fls_ogrs6SwlsaKg the term was distant from this batch first-use in macro replacement rules; after macros.rst:498 fls_knjsslplv5ri it is defined where attribute macros consume and emit items with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=item,macros.rst,498,fls_knjsslplv5ri,Macro Expansion,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/macros.rst:498,completed,not-started,resolved-high,
PQ-029,lifetime parameter,poor,generics.rst,98,fls_s0nrjwqg2wox,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3260,types-and-traits.rst,Trait and Lifetime Bounds,high,false,relocated,relocate-first-use-owner,Before generics.rst:98 fls_s0nrjwqg2wox separated the term from bound legality in this chapter flow; after types-and-traits.rst:3260 fls_1Sm2Yq1Ow76f it is defined where outlives bounds use it and discoverability improves with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=lifetime parameter,types-and-traits.rst,3260,fls_1Sm2Yq1Ow76f,Trait and Lifetime Bounds,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/types-and-traits.rst:3260,completed,not-started,resolved-high,
PQ-030,method,poor,associated-items.rst,170,fls_oy92gzxgc273,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3607,expressions.rst,Method Call Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before associated-items.rst:170 fls_oy92gzxgc273 forced a forward jump from invocation semantics to find a definition; after expressions.rst:3608 fls_b7i26954j1hc it is defined at method call behavior and improves first-use discoverability with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=method,expressions.rst,3608,fls_b7i26954j1hc,Method Call Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:3608,completed,not-started,resolved-high,
PQ-031,mutability,poor,values.rst,18,fls_RJDPClYE8a9x,Values,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2197,types-and-traits.rst,Type Unification,low_forward_ref,true,relocated,relocate-first-use-owner,Before values.rst:18 fls_RJDPClYE8a9x abstracted the term away from unification checks that rely on it; after types-and-traits.rst:2197 fls_x9933rjecrna it is defined in the governing rule for pointer unification with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutability,types-and-traits.rst,2197,fls_x9933rjecrna,Type Unification,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/types-and-traits.rst:2197,completed,not-started,resolved-high,
PQ-032,mutable,poor,values.rst,24,fls_U9CPQq4fs7IK,Values,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3103,expressions.rst,Indexing Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before values.rst:24 fls_U9CPQq4fs7IK defined the term away from index expression mutability semantics; after expressions.rst:3104 fls_y3sduoma6q9v it is defined at the IndexMut gate and improves first-use reading with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable,expressions.rst,3104,fls_y3sduoma6q9v,Indexing Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:3104,completed,not-started,resolved-high,
PQ-033,mutable reference,poor,ownership-and-deconstruction.rst,128,fls_fckoj1jh5mrc,References,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,5264,expressions.rst,Capturing,low_forward_ref,true,relocated,relocate-first-use-owner,Before ownership-and-deconstruction.rst:128 fls_fckoj1jh5mrc left closure capture semantics without a local definition; after expressions.rst:5265 fls_xTNFfkxHm5yy the term is defined at by mutable reference capture and no Rust 2021 semantic change occurs.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable reference,expressions.rst,5265,fls_xTNFfkxHm5yy,Capturing,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:5265,completed,not-started,resolved-high,
PQ-034,mutable static,poor,values.rst,187,fls_doi4z6u55bi7,Statics,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,466,expressions.rst,Place Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before values.rst:187 fls_doi4z6u55bi7 separated the term from place expression mutability criteria; after expressions.rst:466 fls_ilaqmj3hc5uv it is defined where path expressions become mutable places with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable static,expressions.rst,466,fls_ilaqmj3hc5uv,Place Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:466,completed,not-started,resolved-high,
