checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes,rationale_uuid,rationale_inserted_at_utc,rationale_text_sha256,recommendation_priority,recommendation_used,deviation_permit_path,deviation_permit_sha256,deviation_approved_by,deviation_status,definition_operation,definition_similarity,glossary_definition_sha256,chapter_definition_sha256,definition_normalization_version
WA-011,implementation,WA,v2-foundational,generics.rst,65,fls_z311nxou9yi3,Generic Parameters,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1457,expressions.rst,Arithmetic Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implementation,move+rewrite,Promoted the canonical implementation sentence in Implementations by rewriting term markup to chapter-definitional form at the required foundational location.,relocate-conceptual-owner,"Before at generics.rst:65 with dp id fls_z311nxou9yi3, the implementation definition sat in generic-parameter context and did not provide chapter ownership for the foundational concept. After at implementations.rst:40 with dp id fls_ivxpoxggy7s6, Implementations now carries the canonical definition in chapter-owned form, improving discoverability and conceptual placement while preserving Rust 2021 semantics with no normative change.",pass,none,required,implementations.rst,40,fls_ivxpoxggy7s6,Implementations,d7c8a943cb79877d59c37e17f26d678797fbb0c2,,completed,resolved-high,batch-007,,,,67fbf606-35f9-440f-be1f-3c697d66baee,2026-02-12T21:31:13Z,e94467d86633897b0b12a4ef9018be2bf7abb3623f850db1749cbf162f268197,high,yes,,,,,promote,1.000000,4a7fa3bcafae03041764e720b737ae53a36f862190ae897612d884c72f19510f,4a7fa3bcafae03041764e720b737ae53a36f862190ae897612d884c72f19510f,v1
WA-012,method,WA,v2-foundational,expressions.rst,3654,fls_b7i26954j1hc,Method Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3659,,,none,good,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=method,move,Inserted the canonical method definition into the Functions chapter to satisfy foundational ownership and chapter-level discoverability.,relocate-conceptual-owner,"Before at expressions.rst:3654 with dp id fls_b7i26954j1hc, method appeared inside method-call wording in Expressions rather than the chapter that defines function forms and self parameters. After at functions.rst:75 with dp id fls_4jrj1t4jcf8p, Functions now contains the canonical standalone definition sentence, improving foundational ownership and discoverability with no Rust 2021 semantic change.",pass,none,none,functions.rst,75,fls_4jrj1t4jcf8p,Functions,d7c8a943cb79877d59c37e17f26d678797fbb0c2,,completed,resolved-high,batch-007,,,,59e8cb4d-2708-47e0-92a6-02e44a944083,2026-02-12T21:30:19Z,f4fabc5a0f4039b34eae395073116bc0fd3e5b9a0ea9b18f747a8a84088c4f80,none,yes,,,,,insert,1.000000,be1c8d8c7a33739cb246abed6fd47427e1610d1810d139310c3310afc64b4452,be1c8d8c7a33739cb246abed6fd47427e1610d1810d139310c3310afc64b4452,v1
WA-013,crate,WA,v2-foundational,macros.rst,316,fls_pcce9gmjpxba,Procedural Macros,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,53,program-structure-and-compilation.rst,Crates,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=crate,move+rewrite,Promoted the canonical crate definition in Crates and demoted the procedural-macro-local crate occurrence to term usage.,relocate-conceptual-owner,"Before at macros.rst:316 (:dp:) crate was defined inside procedural macro constraints, which obscured ownership and discoverability for the foundational term. After at program-structure-and-compilation.rst:113 (:dp:) the canonical glossary sentence defines crate in Crates, and the macros sentence now uses :t: markup; this improves conceptual placement with no Rust 2021 semantic change.",pass,none,required,program-structure-and-compilation.rst,113,fls_qwghk79ok5h0,Crates,4fd7d55f96566be5c307ef650898fed084befb79,,completed,resolved-high,batch-008,,,,cc8523e7-3bef-4d9d-949f-9d96685ee862,2026-02-12T21:33:53Z,249f22150ca1619a5544f35791d45726ef71e00fed564d4fdf352ae19fd636b8,high,yes,,,,,promote,1.000000,93ad24fb8c65ec04dcea20d39e0c7b41ebb44d1c95de60ba27b359da4bf864ff,93ad24fb8c65ec04dcea20d39e0c7b41ebb44d1c95de60ba27b359da4bf864ff,v1
WA-014,module,WA,v2-foundational,program-structure-and-compilation.rst,73,fls_odd1hj3y1mgu,Modules,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,735,entities-and-resolution.rst,Visibility,low_forward_ref,acceptable_at_home,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=module,retain,Retained the existing module definition in Modules because it is already chapter-owned and glossary-aligned.,retain-conceptual-owner,"Before and after at program-structure-and-compilation.rst:73 (dp id fls_odd1hj3y1mgu), module remains defined in the Modules section, which is the conceptual owner and already matches the glossary sentence exactly. Retaining this anchor preserves ordering and discoverability for first readers without relocation and introduces no Rust 2021 semantic change.",pass,none,none,program-structure-and-compilation.rst,73,fls_odd1hj3y1mgu,Modules,4fd7d55f96566be5c307ef650898fed084befb79,,completed,resolved-high,batch-008,,,,3f33bc31-5789-40e4-8688-3b791731959e,2026-02-12T21:34:05Z,0686cc3cae36b97f096be4daf4f200187b01ccebb434c18f11c0dd800348c207,low_forward_ref,no,,,,,promote,1.000000,e825fa0e30fbbb835292cdfe0c0f0c179c5ef46690b40c001cae7880db025fc0,e825fa0e30fbbb835292cdfe0c0f0c179c5ef46690b40c001cae7880db025fc0,v1
WA-015,statement,WA,v2-foundational,macros.rst,552,fls_6v06zvi1ctub,Macro Invocation,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,656,statements.rst,Statements,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=statement,move+rewrite,Inserted the canonical statement definition in Statements and demoted the macro-invocation-local statement usage in Macros.,relocate-conceptual-owner,"Before at macros.rst:552 (dp id fls_6v06zvi1ctub), statement was defined only as part of terminated macro invocation wording, which is not the chapter owner for the foundational concept. After at statements.rst:25 (dp id fls_v4q2n8m1x7pc), the canonical glossary sentence defines statement in Statements and the macro paragraph now uses term markup, improving ownership and discoverability with no Rust 2021 semantic change.",pass,none,required,statements.rst,25,fls_v4q2n8m1x7pc,Statements,4fd7d55f96566be5c307ef650898fed084befb79,,completed,resolved-high,batch-008,,,,06df6cf6-abb1-4495-a66e-5f8084868ac3,2026-02-12T21:34:15Z,cb2765f281745622fbea0cab924d171dd19b54a7298541ec348eb42257dd1476,medium,yes,,,,,insert,1.000000,bcbd8aa7a09d5bd247b7a410bc2e730d4cddb607a484c0555270dcfc7ab5645a,bcbd8aa7a09d5bd247b7a410bc2e730d4cddb607a484c0555270dcfc7ab5645a,v1
WB-001,field list,WB,v2-placement-priority,types-and-traits.rst,772,fls_YERnNZiSdCRn,Enum Types,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,658,expressions.rst,Path Expressions,high,poor,cosmetic,high,,inputs/fls-pr6-placement-fitness-v2.json:term=field list,move,Moved field list definition into Path Expressions as the chapter-owned location and demoted Enum Types usage markup.,relocate-first-use-owner,"Before at types-and-traits.rst:772 with dp id fls_YERnNZiSdCRn, field list was defined in Enum Types even though the first normative use appears in Path Expressions. After at expressions.rst:669 with dp id fls_wb001fieldlist, the canonical sentence is in first-use context, improving ownership and discoverability without changing Rust 2021 meaning.",pass,none,none,expressions.rst,669,fls_wb001fieldlist,Path Expressions,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,7d268b3e-899f-4c5d-a7ac-815bed13be1b,2026-02-12T23:11:29Z,8f10f911793f6bc20fc271501277388e3c0bfad12828640b92ef07a8c98a8e47,high,yes,,,,,insert,1.000000,df7800f88d97f474a8f56a6fd4dc54c80508b6164c2b76a225895a39e805e858,df7800f88d97f474a8f56a6fd4dc54c80508b6164c2b76a225895a39e805e858,v1
WB-002,type specification,WB,v2-placement-priority,entities-and-resolution.rst,759,fls_9k9hourczbv7,Scope Hierarchy,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,355,macros.rst,Function-like Macros,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=type specification,move,Moved type specification definition into Function-like Macros and demoted the Scope Hierarchy occurrence to term usage.,relocate-first-use-owner,"Before at entities-and-resolution.rst:766 with dp id fls_9k9hourczbv7, type specification was embedded in scope-hierarchy text rather than where readers first encounter it in this batch. After at macros.rst:343 with dp id fls_wb002typespec, the chapter sentence is now first-use aligned for discoverability, with no Rust 2021 semantic change.",pass,none,required,macros.rst,343,fls_wb002typespec,Function-like Macros,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,e14dba90-9330-427f-acee-c1b084766028,2026-02-12T23:12:40Z,8a95688f02d6ec72d75a067f03b2bea521d8b8b092ed74f8e96f7b9ed7e66474,high,yes,,,,,adapt,0.800000,d093e4977396d5d06ae3473c434828b91fc542b4c3a007f3649c90838aa2027d,da54e4491a25aed23a0b10a56a8f32296be3c011d2ac65239372ca3a3580fbec,v1
WB-003,concrete type,WB,v2-placement-priority,attributes.rst,1711,fls_61vt1r8g51nh,Attribute ``type_length_limit``,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,56,types-and-traits.rst,Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=concrete type,move,Promoted concrete type in Types and removed the attribute-local definition marker from type_length_limit context.,relocate-conceptual-owner,"Before at attributes.rst:1711 with dp id fls_61vt1r8g51nh, concrete type was tied to a specific attribute rule and was weak as the owning location. After at types-and-traits.rst:56 with dp id fls_cTF1sJ9I2XJd, the canonical sentence is chapter-owned in Types, improving ownership and navigation while preserving Rust 2021 semantics.",pass,clarification-only,none,types-and-traits.rst,56,fls_cTF1sJ9I2XJd,Types,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,a09246d1-73fc-4822-a62f-2b9c5855ea84,2026-02-12T23:12:40Z,22f2f65773b4b87f3a1d31e9e29c17fc8895f19055ba1bed79e932ae9a503d3c,high,yes,,,,,promote,1.000000,fa51cda6a5a34cae1c0493a844eacf83824b888f79028f70fc14d7c062faf80c,fa51cda6a5a34cae1c0493a844eacf83824b888f79028f70fc14d7c062faf80c,v1
WB-004,generic function,WB,v2-placement-priority,values.rst,168,fls_mt94jvoot9dx,Statics,19e75856eac5694e5d613c7c59b429848d333992,generics.rst,62,generics.rst,Generic Parameters,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=generic function,move,Promoted generic function in Generic Parameters and removed the static-specific definition marker in Values.,relocate-conceptual-owner,"Before at values.rst:172 with dp id fls_mt94jvoot9dx, generic function appeared only as part of a static rule and not as the owner definition. After at generics.rst:62 with dp id fls_ixmgqupxvf73, the canonical sentence is in Generic Parameters where the concept is introduced, improving ownership and discoverability with no Rust 2021 semantic change.",pass,none,none,generics.rst,62,fls_ixmgqupxvf73,Generic Parameters,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,cedebb3b-c5fc-47f3-b6b5-c67f9d04786a,2026-02-12T23:12:41Z,6d292abaf7f3882f0e9a9d7ea98b60e431e4c69c90ad9afecfef7ac71e25344e,high,yes,,,,,promote,1.000000,e71647f4d2c3ae7e57a835910311c28e343d4cbced5d1352a47cc327885f7d15,e71647f4d2c3ae7e57a835910311c28e343d4cbced5d1352a47cc327885f7d15,v1
WB-005,variable,WB,v2-placement-priority,ownership-and-deconstruction.rst,40,fls_hl5tnd9yy252,Initialization,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,147,macros.rst,Metavariables,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=variable,move,Inserted variable definition in Metavariables and demoted the Initialization chapter occurrence to term usage.,relocate-first-use-owner,"Before at ownership-and-deconstruction.rst:40 with dp id fls_hl5tnd9yy252, variable was defined away from this wave first reference context and discoverability path. After at macros.rst:150 with dp id fls_wb005variable, the canonical sentence appears at the first-use owner in Metavariables, improving lookup flow without changing Rust 2021 meaning.",pass,none,none,macros.rst,150,fls_wb005variable,Metavariables,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,b1de4e4c-65f9-4432-8be7-1891e5db40db,2026-02-12T23:12:41Z,16548e80bfb10ef871b3bff8ac3645950e653e4cb49539c999d2efe3c755fcff,high,yes,,,,,insert,1.000000,1db790b9ab641db1e0b5a6bad6691366e368cfb5d390ce686794abf204f12155,1db790b9ab641db1e0b5a6bad6691366e368cfb5d390ce686794abf204f12155,v1
WB-006,container operand,WB,v2-placement-priority,entities-and-resolution.rst,1284,fls_j1bip4w30q8,Field Resolution,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,456,expressions.rst,Place Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=container operand,move,Inserted container operand definition in Place Expressions and demoted resolution-local emphasis in Entities and Resolution.,relocate-conceptual-owner,"Before at entities-and-resolution.rst:1291 with dp id fls_j1bip4w30q8, container operand was defined inside candidate-type resolution mechanics rather than the expression model that owns the term. After at expressions.rst:446 with dp id fls_wb006containerop, the canonical sentence lives in Place Expressions, improving conceptual ownership and discoverability with no Rust 2021 semantic change.",pass,none,none,expressions.rst,446,fls_wb006containerop,Place Expressions,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,0135c76d-f5c0-44ca-aa0f-6c12fb9781af,2026-02-12T23:12:41Z,6a850ff7c096eb097500ed0b6fb1abb361ca6c20deda921f371393da6f3aae3f,high,yes,,,,,insert,1.000000,9c3ecd5e6577a048f5ed7554d07704ef8567146ddc64158a2f4b95bcd5f66941,9c3ecd5e6577a048f5ed7554d07704ef8567146ddc64158a2f4b95bcd5f66941,v1
